,date,korea,exchange_rate,usa
0,1999-05-06,4.75,0.0,0.0
1,1999-05-07,4.75,0.0,0.0
2,1999-05-10,4.75,0.0,0.0
3,1999-05-11,4.75,0.0,0.0
4,1999-05-12,4.75,0.0,0.0
5,1999-05-13,4.75,0.0,0.0
6,1999-05-14,4.75,0.0,0.0
7,1999-05-17,4.75,0.0,0.0
8,1999-05-18,4.75,0.0,0.0
9,1999-05-19,4.75,0.0,0.0
10,1999-05-20,4.75,0.0,0.0
11,1999-05-21,4.75,0.0,0.0
12,1999-05-24,4.75,0.0,0.0
13,1999-05-25,4.75,0.0,0.0
14,1999-05-26,4.75,0.0,0.0
15,1999-05-27,4.75,0.0,0.0
16,1999-05-28,4.75,0.0,0.0
17,1999-05-31,4.75,0.0,0.0
18,1999-06-01,4.75,0.0,4.76
19,1999-06-02,4.75,0.0,4.76
20,1999-06-03,4.75,0.0,4.76
21,1999-06-04,4.75,0.0,4.76
22,1999-06-07,4.75,0.0,4.76
23,1999-06-08,4.75,0.0,4.76
24,1999-06-09,4.75,0.0,4.76
25,1999-06-10,4.75,0.0,4.76
26,1999-06-11,4.75,0.0,4.76
27,1999-06-14,4.75,0.0,4.76
28,1999-06-15,4.75,0.0,4.76
29,1999-06-16,4.75,0.0,4.76
30,1999-06-17,4.75,0.0,4.76
31,1999-06-18,4.75,0.0,4.76
32,1999-06-21,4.75,0.0,4.76
33,1999-06-22,4.75,0.0,4.76
34,1999-06-23,4.75,0.0,4.76
35,1999-06-24,4.75,0.0,4.76
36,1999-06-25,4.75,0.0,4.76
37,1999-06-28,4.75,0.0,4.76
38,1999-06-29,4.75,0.0,4.76
39,1999-06-30,4.75,0.0,4.76
40,1999-07-01,4.75,0.0,4.99
41,1999-07-02,4.75,0.0,4.99
42,1999-07-05,4.75,0.0,4.99
43,1999-07-06,4.75,0.0,4.99
44,1999-07-07,4.75,0.0,4.99
45,1999-07-08,4.75,0.0,4.99
46,1999-07-09,4.75,0.0,4.99
47,1999-07-12,4.75,0.0,4.99
48,1999-07-13,4.75,0.0,4.99
49,1999-07-14,4.75,0.0,4.99
50,1999-07-15,4.75,0.0,4.99
51,1999-07-16,4.75,0.0,4.99
52,1999-07-19,4.75,0.0,4.99
53,1999-07-20,4.75,0.0,4.99
54,1999-07-21,4.75,0.0,4.99
55,1999-07-22,4.75,0.0,4.99
56,1999-07-23,4.75,0.0,4.99
57,1999-07-26,4.75,0.0,4.99
58,1999-07-27,4.75,0.0,4.99
59,1999-07-28,4.75,0.0,4.99
60,1999-07-29,4.75,0.0,4.99
61,1999-07-30,4.75,0.0,4.99
62,1999-08-02,4.75,0.0,4.99
63,1999-08-03,4.75,0.0,4.99
64,1999-08-04,4.75,0.0,4.99
65,1999-08-05,4.75,0.0,4.99
66,1999-08-06,4.75,0.0,4.99
67,1999-08-09,4.75,0.0,4.99
68,1999-08-10,4.75,0.0,4.99
69,1999-08-11,4.75,0.0,4.99
70,1999-08-12,4.75,0.0,4.99
71,1999-08-13,4.75,0.0,4.99
72,1999-08-16,4.75,0.0,4.99
73,1999-08-17,4.75,0.0,4.99
74,1999-08-18,4.75,0.0,4.99
75,1999-08-19,4.75,0.0,4.99
76,1999-08-20,4.75,0.0,4.99
77,1999-08-23,4.75,0.0,4.99
78,1999-08-24,4.75,0.0,4.99
79,1999-08-25,4.75,0.0,4.99
80,1999-08-26,4.75,0.0,4.99
81,1999-08-27,4.75,0.0,4.99
82,1999-08-30,4.75,0.0,4.99
83,1999-08-31,4.75,0.0,4.99
84,1999-09-01,4.75,0.0,5.22
85,1999-09-02,4.75,0.0,5.22
86,1999-09-03,4.75,0.0,5.22
87,1999-09-06,4.75,0.0,5.22
88,1999-09-07,4.75,0.0,5.22
89,1999-09-08,4.75,0.0,5.22
90,1999-09-09,4.75,0.0,5.22
91,1999-09-10,4.75,0.0,5.22
92,1999-09-13,4.75,0.0,5.22
93,1999-09-14,4.75,0.0,5.22
94,1999-09-15,4.75,0.0,5.22
95,1999-09-16,4.75,0.0,5.22
96,1999-09-17,4.75,0.0,5.22
97,1999-09-20,4.75,0.0,5.22
98,1999-09-21,4.75,0.0,5.22
99,1999-09-22,4.75,0.0,5.22
100,1999-09-27,4.75,0.0,5.22
101,1999-09-28,4.75,0.0,5.22
102,1999-09-29,4.75,0.0,5.22
103,1999-09-30,4.75,0.0,5.22
104,1999-10-01,4.75,0.0,5.2
105,1999-10-04,4.75,0.0,5.2
106,1999-10-05,4.75,0.0,5.2
107,1999-10-06,4.75,0.0,5.2
108,1999-10-07,4.75,0.0,5.2
109,1999-10-08,4.75,0.0,5.2
110,1999-10-11,4.75,0.0,5.2
111,1999-10-12,4.75,0.0,5.2
112,1999-10-13,4.75,0.0,5.2
113,1999-10-14,4.75,0.0,5.2
114,1999-10-15,4.75,0.0,5.2
115,1999-10-18,4.75,0.0,5.2
116,1999-10-19,4.75,0.0,5.2
117,1999-10-20,4.75,0.0,5.2
118,1999-10-21,4.75,0.0,5.2
119,1999-10-22,4.75,0.0,5.2
120,1999-10-25,4.75,0.0,5.2
121,1999-10-26,4.75,0.0,5.2
122,1999-10-27,4.75,0.0,5.2
123,1999-10-28,4.75,0.0,5.2
124,1999-10-29,4.75,0.0,5.2
125,1999-11-01,4.75,0.0,5.42
126,1999-11-02,4.75,0.0,5.42
127,1999-11-03,4.75,0.0,5.42
128,1999-11-04,4.75,0.0,5.42
129,1999-11-05,4.75,0.0,5.42
130,1999-11-08,4.75,0.0,5.42
131,1999-11-09,4.75,0.0,5.42
132,1999-11-10,4.75,0.0,5.42
133,1999-11-11,4.75,0.0,5.42
134,1999-11-12,4.75,0.0,5.42
135,1999-11-15,4.75,0.0,5.42
136,1999-11-16,4.75,0.0,5.42
137,1999-11-17,4.75,0.0,5.42
138,1999-11-18,4.75,0.0,5.42
139,1999-11-19,4.75,0.0,5.42
140,1999-11-22,4.75,0.0,5.42
141,1999-11-23,4.75,0.0,5.42
142,1999-11-24,4.75,0.0,5.42
143,1999-11-25,4.75,0.0,5.42
144,1999-11-26,4.75,0.0,5.42
145,1999-11-29,4.75,0.0,5.42
146,1999-11-30,4.75,0.0,5.42
147,1999-12-01,4.75,0.0,5.3
148,1999-12-02,4.75,0.0,5.3
149,1999-12-03,4.75,0.0,5.3
150,1999-12-06,4.75,0.0,5.3
151,1999-12-07,4.75,0.0,5.3
152,1999-12-08,4.75,0.0,5.3
153,1999-12-09,4.75,0.0,5.3
154,1999-12-10,4.75,0.0,5.3
155,1999-12-13,4.75,0.0,5.3
156,1999-12-14,4.75,0.0,5.3
157,1999-12-15,4.75,0.0,5.3
158,1999-12-16,4.75,0.0,5.3
159,1999-12-17,4.75,0.0,5.3
160,1999-12-20,4.75,0.0,5.3
161,1999-12-21,4.75,0.0,5.3
162,1999-12-22,4.75,0.0,5.3
163,1999-12-23,4.75,0.0,5.3
164,1999-12-24,4.75,0.0,5.3
165,1999-12-27,4.75,0.0,5.3
166,1999-12-28,4.75,0.0,5.3
167,1999-12-29,4.75,0.0,5.3
168,1999-12-30,4.75,0.0,5.3
169,2000-01-04,4.75,0.0,5.3
170,2000-01-05,4.75,0.0,5.3
171,2000-01-06,4.75,0.0,5.3
172,2000-01-07,4.75,0.0,5.3
173,2000-01-08,4.75,0.0,5.3
174,2000-01-10,4.75,0.0,5.3
175,2000-01-11,4.75,0.0,5.3
176,2000-01-12,4.75,0.0,5.3
177,2000-01-13,4.75,0.0,5.3
178,2000-01-14,4.75,0.0,5.3
179,2000-01-15,4.75,0.0,5.3
180,2000-01-17,4.75,0.0,5.3
181,2000-01-18,4.75,0.0,5.3
182,2000-01-19,4.75,0.0,5.3
183,2000-01-20,4.75,0.0,5.3
184,2000-01-21,4.75,0.0,5.3
185,2000-01-22,4.75,0.0,5.3
186,2000-01-24,4.75,0.0,5.3
187,2000-01-25,4.75,0.0,5.3
188,2000-01-26,4.75,0.0,5.3
189,2000-01-27,4.75,0.0,5.3
190,2000-01-28,4.75,0.0,5.3
191,2000-01-29,4.75,0.0,5.3
192,2000-01-31,4.75,0.0,5.3
193,2000-02-01,4.75,0.0,5.73
194,2000-02-02,4.75,0.0,5.73
195,2000-02-03,4.75,0.0,5.73
196,2000-02-07,4.75,0.0,5.73
197,2000-02-08,4.75,0.0,5.73
198,2000-02-09,4.75,0.0,5.73
199,2000-02-10,5.0,0.0,5.73
200,2000-02-11,5.0,0.0,5.73
201,2000-02-12,5.0,0.0,5.73
202,2000-02-14,5.0,0.0,5.73
203,2000-02-15,5.0,0.0,5.73
204,2000-02-16,5.0,0.0,5.73
205,2000-02-17,5.0,0.0,5.73
206,2000-02-18,5.0,0.0,5.73
207,2000-02-19,5.0,0.0,5.73
208,2000-02-21,5.0,0.0,5.73
209,2000-02-22,5.0,0.0,5.73
210,2000-02-23,5.0,0.0,5.73
211,2000-02-24,5.0,0.0,5.73
212,2000-02-25,5.0,0.0,5.73
213,2000-02-26,5.0,0.0,5.73
214,2000-02-28,5.0,0.0,5.73
215,2000-02-29,5.0,0.0,5.73
216,2000-03-02,5.0,0.0,5.73
217,2000-03-03,5.0,0.0,5.73
218,2000-03-04,5.0,0.0,5.73
219,2000-03-06,5.0,0.0,5.73
220,2000-03-07,5.0,0.0,5.73
221,2000-03-08,5.0,0.0,5.73
222,2000-03-09,5.0,0.0,5.73
223,2000-03-10,5.0,0.0,5.73
224,2000-03-11,5.0,0.0,5.73
225,2000-03-13,5.0,0.0,5.73
226,2000-03-14,5.0,0.0,5.73
227,2000-03-15,5.0,0.0,5.73
228,2000-03-16,5.0,0.0,5.73
229,2000-03-17,5.0,0.0,5.73
230,2000-03-18,5.0,0.0,5.73
231,2000-03-20,5.0,0.0,5.73
232,2000-03-21,5.0,0.0,5.73
233,2000-03-22,5.0,0.0,5.73
234,2000-03-23,5.0,0.0,5.73
235,2000-03-24,5.0,0.0,5.73
236,2000-03-25,5.0,0.0,5.73
237,2000-03-27,5.0,0.0,5.73
238,2000-03-28,5.0,0.0,5.73
239,2000-03-29,5.0,0.0,5.73
240,2000-03-30,5.0,0.0,5.73
241,2000-03-31,5.0,0.0,5.73
242,2000-04-01,5.0,0.0,6.02
243,2000-04-03,5.0,0.0,6.02
244,2000-04-04,5.0,0.0,6.02
245,2000-04-06,5.0,0.0,6.02
246,2000-04-07,5.0,0.0,6.02
247,2000-04-08,5.0,0.0,6.02
248,2000-04-10,5.0,0.0,6.02
249,2000-04-11,5.0,0.0,6.02
250,2000-04-12,5.0,0.0,6.02
251,2000-04-14,5.0,0.0,6.02
252,2000-04-15,5.0,0.0,6.02
253,2000-04-17,5.0,0.0,6.02
254,2000-04-18,5.0,0.0,6.02
255,2000-04-19,5.0,0.0,6.02
256,2000-04-20,5.0,0.0,6.02
257,2000-04-21,5.0,0.0,6.02
258,2000-04-22,5.0,0.0,6.02
259,2000-04-24,5.0,0.0,6.02
260,2000-04-25,5.0,0.0,6.02
261,2000-04-26,5.0,0.0,6.02
262,2000-04-27,5.0,0.0,6.02
263,2000-04-28,5.0,0.0,6.02
264,2000-04-29,5.0,0.0,6.02
265,2000-05-02,5.0,0.0,6.02
266,2000-05-03,5.0,0.0,6.02
267,2000-05-04,5.0,0.0,6.02
268,2000-05-06,5.0,0.0,6.02
269,2000-05-08,5.0,0.0,6.02
270,2000-05-09,5.0,0.0,6.02
271,2000-05-10,5.0,0.0,6.02
272,2000-05-12,5.0,0.0,6.02
273,2000-05-13,5.0,0.0,6.02
274,2000-05-15,5.0,0.0,6.02
275,2000-05-16,5.0,0.0,6.02
276,2000-05-17,5.0,0.0,6.02
277,2000-05-18,5.0,0.0,6.02
278,2000-05-19,5.0,0.0,6.02
279,2000-05-20,5.0,0.0,6.02
280,2000-05-22,5.0,0.0,6.02
281,2000-05-23,5.0,0.0,6.02
282,2000-05-24,5.0,0.0,6.02
283,2000-05-25,5.0,0.0,6.02
284,2000-05-26,5.0,0.0,6.02
285,2000-05-27,5.0,0.0,6.02
286,2000-05-29,5.0,0.0,6.02
287,2000-05-30,5.0,0.0,6.02
288,2000-05-31,5.0,0.0,6.02
289,2000-06-01,5.0,0.0,6.53
290,2000-06-02,5.0,0.0,6.53
291,2000-06-03,5.0,0.0,6.53
292,2000-06-05,5.0,0.0,6.53
293,2000-06-07,5.0,0.0,6.53
294,2000-06-08,5.0,0.0,6.53
295,2000-06-09,5.0,0.0,6.53
296,2000-06-10,5.0,0.0,6.53
297,2000-06-12,5.0,0.0,6.53
298,2000-06-13,5.0,0.0,6.53
299,2000-06-14,5.0,0.0,6.53
300,2000-06-15,5.0,0.0,6.53
301,2000-06-16,5.0,0.0,6.53
302,2000-06-17,5.0,0.0,6.53
303,2000-06-19,5.0,0.0,6.53
304,2000-06-20,5.0,0.0,6.53
305,2000-06-21,5.0,0.0,6.53
306,2000-06-22,5.0,0.0,6.53
307,2000-06-23,5.0,0.0,6.53
308,2000-06-24,5.0,0.0,6.53
309,2000-06-26,5.0,0.0,6.53
310,2000-06-27,5.0,0.0,6.53
311,2000-06-28,5.0,0.0,6.53
312,2000-06-29,5.0,0.0,6.53
313,2000-06-30,5.0,0.0,6.53
314,2000-07-01,5.0,0.0,6.54
315,2000-07-03,5.0,0.0,6.54
316,2000-07-04,5.0,0.0,6.54
317,2000-07-05,5.0,0.0,6.54
318,2000-07-06,5.0,0.0,6.54
319,2000-07-07,5.0,0.0,6.54
320,2000-07-08,5.0,0.0,6.54
321,2000-07-10,5.0,0.0,6.54
322,2000-07-11,5.0,0.0,6.54
323,2000-07-12,5.0,0.0,6.54
324,2000-07-13,5.0,0.0,6.54
325,2000-07-14,5.0,0.0,6.54
326,2000-07-15,5.0,0.0,6.54
327,2000-07-18,5.0,0.0,6.54
328,2000-07-19,5.0,0.0,6.54
329,2000-07-20,5.0,0.0,6.54
330,2000-07-21,5.0,0.0,6.54
331,2000-07-22,5.0,0.0,6.54
332,2000-07-24,5.0,0.0,6.54
333,2000-07-25,5.0,0.0,6.54
334,2000-07-26,5.0,0.0,6.54
335,2000-07-27,5.0,0.0,6.54
336,2000-07-28,5.0,0.0,6.54
337,2000-07-29,5.0,0.0,6.54
338,2000-07-31,5.0,0.0,6.54
339,2000-08-01,5.0,0.0,6.5
340,2000-08-02,5.0,0.0,6.5
341,2000-08-03,5.0,0.0,6.5
342,2000-08-04,5.0,0.0,6.5
343,2000-08-05,5.0,0.0,6.5
344,2000-08-07,5.0,0.0,6.5
345,2000-08-08,5.0,0.0,6.5
346,2000-08-09,5.0,0.0,6.5
347,2000-08-10,5.0,0.0,6.5
348,2000-08-11,5.0,0.0,6.5
349,2000-08-12,5.0,0.0,6.5
350,2000-08-14,5.0,0.0,6.5
351,2000-08-16,5.0,0.0,6.5
352,2000-08-17,5.0,0.0,6.5
353,2000-08-18,5.0,0.0,6.5
354,2000-08-19,5.0,0.0,6.5
355,2000-08-21,5.0,0.0,6.5
356,2000-08-22,5.0,0.0,6.5
357,2000-08-23,5.0,0.0,6.5
358,2000-08-24,5.0,0.0,6.5
359,2000-08-25,5.0,0.0,6.5
360,2000-08-26,5.0,0.0,6.5
361,2000-08-28,5.0,0.0,6.5
362,2000-08-29,5.0,0.0,6.5
363,2000-08-30,5.0,0.0,6.5
364,2000-08-31,5.0,0.0,6.5
365,2000-09-01,5.0,0.0,6.52
366,2000-09-02,5.0,0.0,6.52
367,2000-09-04,5.0,0.0,6.52
368,2000-09-05,5.0,0.0,6.52
369,2000-09-06,5.0,0.0,6.52
370,2000-09-07,5.0,0.0,6.52
371,2000-09-08,5.0,0.0,6.52
372,2000-09-09,5.0,0.0,6.52
373,2000-09-14,5.0,0.0,6.52
374,2000-09-15,5.0,0.0,6.52
375,2000-09-16,5.0,0.0,6.52
376,2000-09-18,5.0,0.0,6.52
377,2000-09-19,5.0,0.0,6.52
378,2000-09-20,5.0,0.0,6.52
379,2000-09-21,5.0,0.0,6.52
380,2000-09-22,5.0,0.0,6.52
381,2000-09-23,5.0,0.0,6.52
382,2000-09-25,5.0,0.0,6.52
383,2000-09-26,5.0,0.0,6.52
384,2000-09-27,5.0,0.0,6.52
385,2000-09-28,5.0,0.0,6.52
386,2000-09-29,5.0,0.0,6.52
387,2000-09-30,5.0,0.0,6.52
388,2000-10-02,5.0,0.0,6.52
389,2000-10-04,5.0,0.0,6.52
390,2000-10-05,5.25,0.0,6.52
391,2000-10-06,5.25,0.0,6.52
392,2000-10-07,5.25,0.0,6.52
393,2000-10-09,5.25,0.0,6.52
394,2000-10-10,5.25,0.0,6.52
395,2000-10-11,5.25,0.0,6.52
396,2000-10-12,5.25,0.0,6.52
397,2000-10-13,5.25,0.0,6.52
398,2000-10-14,5.25,0.0,6.52
399,2000-10-16,5.25,0.0,6.52
400,2000-10-17,5.25,0.0,6.52
401,2000-10-18,5.25,0.0,6.52
402,2000-10-19,5.25,0.0,6.52
403,2000-10-20,5.25,0.0,6.52
404,2000-10-21,5.25,0.0,6.52
405,2000-10-23,5.25,0.0,6.52
406,2000-10-24,5.25,0.0,6.52
407,2000-10-25,5.25,0.0,6.52
408,2000-10-26,5.25,0.0,6.52
409,2000-10-27,5.25,0.0,6.52
410,2000-10-28,5.25,0.0,6.52
411,2000-10-30,5.25,0.0,6.52
412,2000-10-31,5.25,0.0,6.52
413,2000-11-01,5.25,0.0,6.51
414,2000-11-02,5.25,0.0,6.51
415,2000-11-03,5.25,0.0,6.51
416,2000-11-04,5.25,0.0,6.51
417,2000-11-06,5.25,0.0,6.51
418,2000-11-07,5.25,0.0,6.51
419,2000-11-08,5.25,0.0,6.51
420,2000-11-09,5.25,0.0,6.51
421,2000-11-10,5.25,0.0,6.51
422,2000-11-11,5.25,0.0,6.51
423,2000-11-13,5.25,0.0,6.51
424,2000-11-14,5.25,0.0,6.51
425,2000-11-15,5.25,0.0,6.51
426,2000-11-16,5.25,0.0,6.51
427,2000-11-17,5.25,0.0,6.51
428,2000-11-18,5.25,0.0,6.51
429,2000-11-20,5.25,0.0,6.51
430,2000-11-21,5.25,0.0,6.51
431,2000-11-22,5.25,0.0,6.51
432,2000-11-23,5.25,0.0,6.51
433,2000-11-24,5.25,0.0,6.51
434,2000-11-25,5.25,0.0,6.51
435,2000-11-27,5.25,0.0,6.51
436,2000-11-28,5.25,0.0,6.51
437,2000-11-29,5.25,0.0,6.51
438,2000-11-30,5.25,0.0,6.51
439,2000-12-01,5.25,0.0,6.4
440,2000-12-04,5.25,0.0,6.4
441,2000-12-05,5.25,0.0,6.4
442,2000-12-06,5.25,0.0,6.4
443,2000-12-07,5.25,0.0,6.4
444,2000-12-08,5.25,0.0,6.4
445,2000-12-11,5.25,0.0,6.4
446,2000-12-12,5.25,0.0,6.4
447,2000-12-13,5.25,0.0,6.4
448,2000-12-14,5.25,0.0,6.4
449,2000-12-15,5.25,0.0,6.4
450,2000-12-18,5.25,0.0,6.4
451,2000-12-19,5.25,0.0,6.4
452,2000-12-20,5.25,0.0,6.4
453,2000-12-21,5.25,0.0,6.4
454,2000-12-22,5.25,0.0,6.4
455,2000-12-26,5.25,0.0,6.4
456,2000-12-27,5.25,0.0,6.4
457,2000-12-28,5.25,0.0,6.4
458,2000-12-29,5.25,0.0,6.4
459,2001-01-02,5.25,0.0,6.4
460,2001-01-03,5.25,0.0,6.4
461,2001-01-04,5.25,0.0,6.4
462,2001-01-05,5.25,0.0,6.4
463,2001-01-08,5.25,0.0,6.4
464,2001-01-09,5.25,0.0,6.4
465,2001-01-10,5.25,0.0,6.4
466,2001-01-11,5.25,0.0,6.4
467,2001-01-12,5.25,0.0,6.4
468,2001-01-15,5.25,0.0,6.4
469,2001-01-16,5.25,0.0,6.4
470,2001-01-17,5.25,0.0,6.4
471,2001-01-18,5.25,0.0,6.4
472,2001-01-19,5.25,0.0,6.4
473,2001-01-22,5.25,0.0,6.4
474,2001-01-26,5.25,0.0,6.4
475,2001-01-29,5.25,0.0,6.4
476,2001-01-30,5.25,0.0,6.4
477,2001-01-31,5.25,0.0,6.4
478,2001-02-01,5.25,0.0,5.49
479,2001-02-02,5.25,0.0,5.49
480,2001-02-05,5.25,0.0,5.49
481,2001-02-06,5.25,0.0,5.49
482,2001-02-07,5.25,0.0,5.49
483,2001-02-08,5.0,0.0,5.49
484,2001-02-09,5.0,0.0,5.49
485,2001-02-12,5.0,0.0,5.49
486,2001-02-13,5.0,0.0,5.49
487,2001-02-14,5.0,0.0,5.49
488,2001-02-15,5.0,0.0,5.49
489,2001-02-16,5.0,0.0,5.49
490,2001-02-19,5.0,0.0,5.49
491,2001-02-20,5.0,0.0,5.49
492,2001-02-21,5.0,0.0,5.49
493,2001-02-22,5.0,0.0,5.49
494,2001-02-23,5.0,0.0,5.49
495,2001-02-26,5.0,0.0,5.49
496,2001-02-27,5.0,0.0,5.49
497,2001-02-28,5.0,0.0,5.49
498,2001-03-02,5.0,0.0,5.49
499,2001-03-05,5.0,0.0,5.49
500,2001-03-06,5.0,0.0,5.49
501,2001-03-07,5.0,0.0,5.49
502,2001-03-08,5.0,0.0,5.49
503,2001-03-09,5.0,0.0,5.49
504,2001-03-12,5.0,0.0,5.49
505,2001-03-13,5.0,0.0,5.49
506,2001-03-14,5.0,0.0,5.49
507,2001-03-15,5.0,0.0,5.49
508,2001-03-16,5.0,0.0,5.49
509,2001-03-19,5.0,0.0,5.49
510,2001-03-20,5.0,0.0,5.49
511,2001-03-21,5.0,0.0,5.49
512,2001-03-22,5.0,0.0,5.49
513,2001-03-23,5.0,0.0,5.49
514,2001-03-26,5.0,0.0,5.49
515,2001-03-27,5.0,0.0,5.49
516,2001-03-28,5.0,0.0,5.49
517,2001-03-29,5.0,0.0,5.49
518,2001-03-30,5.0,0.0,5.49
519,2001-04-02,5.0,0.0,5.49
520,2001-04-03,5.0,0.0,5.49
521,2001-04-04,5.0,0.0,5.49
522,2001-04-06,5.0,0.0,5.49
523,2001-04-09,5.0,0.0,5.49
524,2001-04-10,5.0,0.0,5.49
525,2001-04-11,5.0,0.0,5.49
526,2001-04-12,5.0,0.0,5.49
527,2001-04-13,5.0,0.0,5.49
528,2001-04-16,5.0,0.0,5.49
529,2001-04-17,5.0,0.0,5.49
530,2001-04-18,5.0,0.0,5.49
531,2001-04-19,5.0,0.0,5.49
532,2001-04-20,5.0,0.0,5.49
533,2001-04-23,5.0,0.0,5.49
534,2001-04-24,5.0,0.0,5.49
535,2001-04-25,5.0,0.0,5.49
536,2001-04-26,5.0,0.0,5.49
537,2001-04-27,5.0,0.0,5.49
538,2001-04-30,5.0,0.0,5.49
539,2001-05-02,5.0,0.0,5.49
540,2001-05-03,5.0,0.0,5.49
541,2001-05-04,5.0,0.0,5.49
542,2001-05-07,5.0,0.0,5.49
543,2001-05-08,5.0,0.0,5.49
544,2001-05-09,5.0,0.0,5.49
545,2001-05-10,5.0,0.0,5.49
546,2001-05-11,5.0,0.0,5.49
547,2001-05-14,5.0,0.0,5.49
548,2001-05-15,5.0,0.0,5.49
549,2001-05-16,5.0,0.0,5.49
550,2001-05-17,5.0,0.0,5.49
551,2001-05-18,5.0,0.0,5.49
552,2001-05-21,5.0,0.0,5.49
553,2001-05-22,5.0,0.0,5.49
554,2001-05-23,5.0,0.0,5.49
555,2001-05-24,5.0,0.0,5.49
556,2001-05-25,5.0,0.0,5.49
557,2001-05-28,5.0,0.0,5.49
558,2001-05-29,5.0,0.0,5.49
559,2001-05-30,5.0,0.0,5.49
560,2001-05-31,5.0,0.0,5.49
561,2001-06-01,5.0,0.0,3.97
562,2001-06-04,5.0,0.0,3.97
563,2001-06-05,5.0,0.0,3.97
564,2001-06-07,5.0,0.0,3.97
565,2001-06-08,5.0,0.0,3.97
566,2001-06-11,5.0,0.0,3.97
567,2001-06-12,5.0,0.0,3.97
568,2001-06-13,5.0,0.0,3.97
569,2001-06-14,5.0,0.0,3.97
570,2001-06-15,5.0,0.0,3.97
571,2001-06-18,5.0,0.0,3.97
572,2001-06-19,5.0,0.0,3.97
573,2001-06-20,5.0,0.0,3.97
574,2001-06-21,5.0,0.0,3.97
575,2001-06-22,5.0,0.0,3.97
576,2001-06-25,5.0,0.0,3.97
577,2001-06-26,5.0,0.0,3.97
578,2001-06-27,5.0,0.0,3.97
579,2001-06-28,5.0,0.0,3.97
580,2001-06-29,5.0,0.0,3.97
581,2001-07-02,5.0,0.0,3.97
582,2001-07-03,5.0,0.0,3.97
583,2001-07-04,5.0,0.0,3.97
584,2001-07-05,4.75,0.0,3.97
585,2001-07-06,4.75,0.0,3.97
586,2001-07-09,4.75,0.0,3.97
587,2001-07-10,4.75,0.0,3.97
588,2001-07-11,4.75,0.0,3.97
589,2001-07-12,4.75,0.0,3.97
590,2001-07-13,4.75,0.0,3.97
591,2001-07-16,4.75,0.0,3.97
592,2001-07-18,4.75,0.0,3.97
593,2001-07-19,4.75,0.0,3.97
594,2001-07-20,4.75,0.0,3.97
595,2001-07-23,4.75,0.0,3.97
596,2001-07-24,4.75,0.0,3.97
597,2001-07-25,4.75,0.0,3.97
598,2001-07-26,4.75,0.0,3.97
599,2001-07-27,4.75,0.0,3.97
600,2001-07-30,4.75,0.0,3.97
601,2001-07-31,4.75,0.0,3.97
602,2001-08-01,4.75,0.0,3.65
603,2001-08-02,4.75,0.0,3.65
604,2001-08-03,4.75,0.0,3.65
605,2001-08-06,4.75,0.0,3.65
606,2001-08-07,4.75,0.0,3.65
607,2001-08-08,4.75,0.0,3.65
608,2001-08-09,4.5,0.0,3.65
609,2001-08-10,4.5,0.0,3.65
610,2001-08-13,4.5,0.0,3.65
611,2001-08-14,4.5,0.0,3.65
612,2001-08-16,4.5,0.0,3.65
613,2001-08-17,4.5,0.0,3.65
614,2001-08-20,4.5,0.0,3.65
615,2001-08-21,4.5,0.0,3.65
616,2001-08-22,4.5,0.0,3.65
617,2001-08-23,4.5,0.0,3.65
618,2001-08-24,4.5,0.0,3.65
619,2001-08-27,4.5,0.0,3.65
620,2001-08-28,4.5,0.0,3.65
621,2001-08-29,4.5,0.0,3.65
622,2001-08-30,4.5,0.0,3.65
623,2001-08-31,4.5,0.0,3.65
624,2001-09-03,4.5,0.0,3.65
625,2001-09-04,4.5,0.0,3.65
626,2001-09-05,4.5,0.0,3.65
627,2001-09-06,4.5,0.0,3.65
628,2001-09-07,4.5,0.0,3.65
629,2001-09-10,4.5,0.0,3.65
630,2001-09-11,4.5,0.0,3.65
631,2001-09-12,4.5,0.0,3.65
632,2001-09-13,4.5,0.0,3.65
633,2001-09-14,4.5,0.0,3.65
634,2001-09-17,4.5,0.0,3.65
635,2001-09-18,4.5,0.0,3.65
636,2001-09-19,4.0,0.0,3.65
637,2001-09-20,4.0,0.0,3.65
638,2001-09-21,4.0,0.0,3.65
639,2001-09-24,4.0,0.0,3.65
640,2001-09-25,4.0,0.0,3.65
641,2001-09-26,4.0,0.0,3.65
642,2001-09-27,4.0,0.0,3.65
643,2001-09-28,4.0,0.0,3.65
644,2001-10-04,4.0,0.0,3.65
645,2001-10-05,4.0,0.0,3.65
646,2001-10-08,4.0,0.0,3.65
647,2001-10-09,4.0,0.0,3.65
648,2001-10-10,4.0,0.0,3.65
649,2001-10-11,4.0,0.0,3.65
650,2001-10-12,4.0,0.0,3.65
651,2001-10-15,4.0,0.0,3.65
652,2001-10-16,4.0,0.0,3.65
653,2001-10-17,4.0,0.0,3.65
654,2001-10-18,4.0,0.0,3.65
655,2001-10-19,4.0,0.0,3.65
656,2001-10-22,4.0,0.0,3.65
657,2001-10-23,4.0,0.0,3.65
658,2001-10-24,4.0,0.0,3.65
659,2001-10-25,4.0,0.0,3.65
660,2001-10-26,4.0,0.0,3.65
661,2001-10-29,4.0,0.0,3.65
662,2001-10-30,4.0,0.0,3.65
663,2001-10-31,4.0,0.0,3.65
664,2001-11-01,4.0,0.0,2.09
